"id","name"
tipo_evento_0,"Capacitação"
tipo_evento_1,"Certificação"
tipo_evento_2,"Congresso"
tipo_evento_3,"Curso"
tipo_evento_4,"Encontro"
tipo_evento_5,"Oficina"
tipo_evento_6,"Palestra"
tipo_evento_7,"Seminário"
tipo_evento_8,"Treinamento"
tipo_evento_9,"Workshop"
tipo_evento_10,"Outros"
