id,code,name,parent_id:id,note,reconcile,type,user_type:id,currency_id:id
ECD3050107013301,3.05.01.07.01.33.01,"Despesas com viagens, diárias e ajusta de custo",ECD305010701,"Despesas com viagens, diárias e ajusta de custo",FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107013390,3.05.01.07.01.33.90,Outras Despesas Operacionais,ECD305010701,Outras Despesas Operacionais,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109,3.05.01.09,OUTRAS DESPESAS OPERACIONAIS,ECD30501,OUTRAS DESPESAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD305010901,3.05.01.09.01,OUTRAS DESPESAS OPERACIONAIS,ECD3050109,OUTRAS DESPESAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD3050109010100,3.05.01.09.01.01.00,(-) Variações Cambiais Passivas,ECD305010901,(-) Variações Cambiais Passivas,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109010200,3.05.01.09.01.02.00,"(-) Perdas Incorridas no Mercado de Renda Variável, exceto Day-Trade",ECD305010901,"(-) Perdas Incorridas no Mercado de Renda Variável, exceto Day-Trade",FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109010300,3.05.01.09.01.03.00,(-) Perdas em Operações Day-Trade,ECD305010901,(-) Perdas em Operações Day-Trade,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109010400,3.05.01.09.01.04.00,(-) Juros sobre o Capital Próprio,ECD305010901,(-) Juros sobre o Capital Próprio,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109010500,3.05.01.09.01.05.00,(-) Outras Despesas Financeiras,ECD305010901,(-) Outras Despesas Financeiras,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109010600,3.05.01.09.01.06.00,(-) Prejuízos na Alienação de Participações Não Integrantes do Ativo Permanente,ECD305010901,(-) Prejuízos na Alienação de Participações Não Integrantes do Ativo Permanente,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109010700,3.05.01.09.01.07.00,(-) Resultados Negativos em Participações Societárias,ECD305010901,(-) Resultados Negativos em Participações Societárias,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109010710,3.05.01.09.01.07.10,(-) Amortização de Ágio nas Aquisições de Investimentos Avaliados pelo Patrimônio Líquido,ECD305010901,(-) Amortização de Ágio nas Aquisições de Investimentos Avaliados pelo Patrimônio Líquido,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109010800,3.05.01.09.01.08.00,(-) Resultados Negativos em SCP,ECD305010901,(-) Resultados Negativos em SCP,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109010900,3.05.01.09.01.09.00,(-) Perdas em Operações Realizadas no Exterior,ECD305010901,(-) Perdas em Operações Realizadas no Exterior,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109011000,3.05.01.09.01.10.00,(-) Contrapartida dos Ajustes ao Valor Presente,ECD305010901,(-) Contrapartida dos Ajustes ao Valor Presente,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109011100,3.05.01.09.01.11.00,(-) Contrapartida de outros Ajustes às Normas Internacionais de Contabilidade,ECD305010901,(-) Contrapartida de outros Ajustes às Normas Internacionais de Contabilidade,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050109011200,3.05.01.09.01.12.00,(-) Contrapartida dos ajustes de valor do imobilizado e intangível,ECD305010901,(-) Contrapartida dos ajustes de valor do imobilizado e intangível,FALSE,other,account.data_account_type_expense,base.BRL
ECD30503,3.05.03,PARTICIPAÇÕES,ECD305,PARTICIPAÇÕES,FALSE,view,account.data_account_type_view,base.BRL
ECD3050301,3.05.03.01,PARTICIPAÇÕES NOS LUCROS,ECD30503,PARTICIPAÇÕES NOS LUCROS,FALSE,view,account.data_account_type_view,base.BRL
ECD305030101,3.05.03.01.01,PARTICIPAÇÕES DE EMPREGADOS,ECD3050301,PARTICIPAÇÕES DE EMPREGADOS,FALSE,view,account.data_account_type_view,base.BRL
ECD3050301010100,3.05.03.01.01.01.00,(-) Participações de Empregados,ECD305030101,(-) Participações de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050301010200,3.05.03.01.01.02.00,(-) Contribuições para Assistência ou Previdência de Empregados,ECD305030101,(-) Contribuições para Assistência ou Previdência de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050301010300,3.05.03.01.01.03.00,(-) Outras Participações de Empregados,ECD305030101,(-) Outras Participações de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD305030103,3.05.03.01.03,OUTRAS PARTICIPAÇÕES,ECD3050301,OUTRAS PARTICIPAÇÕES,FALSE,view,account.data_account_type_view,base.BRL
ECD3050301030100,3.05.03.01.03.01.00,(-) Participações de Administradores e Partes Beneficiárias,ECD305030103,(-) Participações de Administradores e Partes Beneficiárias,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050301030200,3.05.03.01.03.02.00,(-) Participações de Debêntures,ECD305030103,(-) Participações de Debêntures,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050301030500,3.05.03.01.03.05.00,(-) Outras,ECD305030103,(-) Outras,FALSE,other,account.data_account_type_expense,base.BRL
ECD306,3.06,PROVISÃO PARA CSLL E IRPJ (ATIVIDADE RURAL),ECD3,PROVISÃO PARA CSLL E IRPJ (ATIVIDADE RURAL),FALSE,view,account.data_account_type_view,base.BRL
ECD30601,3.06.01,PROVISÃO PARA CSLL E IRPJ,ECD306,PROVISÃO PARA CSLL E IRPJ,FALSE,view,account.data_account_type_view,base.BRL
ECD3060101,3.06.01.01,PROVISÃO PARA CSLL E IRPJ,ECD30601,PROVISÃO PARA CSLL E IRPJ,FALSE,view,account.data_account_type_view,base.BRL
ECD306010101,3.06.01.01.01,PROVISÃO PARA CSLL E IRPJ,ECD3060101,PROVISÃO PARA CSLL E IRPJ,FALSE,view,account.data_account_type_view,base.BRL
ECD3060101010100,3.06.01.01.01.01.00,(-) Contribuição Social sobre o Lucro Líquido,ECD306010101,(-) Contribuição Social sobre o Lucro Líquido,FALSE,other,account.data_account_type_expense,base.BRL
ECD3060101010200,3.06.01.01.01.02.00,(-) Provisão para Imposto de Renda - Pessoa Jurídica,ECD306010101,(-) Provisão para Imposto de Renda - Pessoa Jurídica,FALSE,other,account.data_account_type_expense,base.BRL
ECD4,4,SUPERÁVIT/DÉFICIT LÍQUIDO DO PERÍODO,ECD0,SUPERÁVIT/DÉFICIT LÍQUIDO DO PERÍODO,FALSE,view,account.data_account_type_view,base.BRL
ECD401,4.01,RESULTADO OPERACIONAL,ECD4,RESULTADO OPERACIONAL,FALSE,view,account.data_account_type_view,base.BRL
ECD40101,4.01.01,RECEITA OPERACIONAL LÍQUIDA,ECD401,RECEITA OPERACIONAL LÍQUIDA,FALSE,view,account.data_account_type_view,base.BRL
ECD4010101,4.01.01.01,RECEITA BRUTA,ECD40101,RECEITA BRUTA,FALSE,view,account.data_account_type_view,base.BRL
ECD401010101,4.01.01.01.01,RECEITA DE VENDA DE PRODUTOS,ECD4010101,RECEITA DE VENDA DE PRODUTOS,FALSE,view,account.data_account_type_view,base.BRL
ECD4010101010100,4.01.01.01.01.01.00,Da atividade de Educação,ECD401010101,Da atividade de Educação,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101010200,4.01.01.01.01.02.00,Da atividade de Saúde,ECD401010101,Da atividade de Saúde,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101010300,4.01.01.01.01.03.00,Da atividade de Assistência Social,ECD401010101,Da atividade de Assistência Social,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101010400,4.01.01.01.01.04.00,Outras,ECD401010101,Outras,FALSE,other,account.data_account_type_income,base.BRL
ECD401010102,4.01.01.01.02,RECEITA DE PRESTAÇÃO DOS SERVIÇOS,ECD4010101,RECEITA DE PRESTAÇÃO DOS SERVIÇOS,FALSE,view,account.data_account_type_view,base.BRL
ECD4010101020100,4.01.01.01.02.01.00,Serviços Educacionais,ECD401010102,Serviços Educacionais,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101020200,4.01.01.01.02.02.00,Doações/Subvenções Vinculadas,ECD401010102,Doações/Subvenções Vinculadas,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101020300,4.01.01.01.02.03.00,Doações,ECD401010102,Doações,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101020400,4.01.01.01.02.04.00,Contribuições,ECD401010102,Contribuições,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101020500,4.01.01.01.02.05.00,Outras,ECD401010102,Outras,FALSE,other,account.data_account_type_income,base.BRL
ECD401010103,4.01.01.01.03,RECEITA DE SERVIÇOS DE SAÚDE,ECD4010101,RECEITA DE SERVIÇOS DE SAÚDE,FALSE,view,account.data_account_type_view,base.BRL
ECD4010101030100,4.01.01.01.03.01.00,Pacientes Particulares,ECD401010103,Pacientes Particulares,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101030200,4.01.01.01.03.02.00,Convênios - SUS,ECD401010103,Convênios - SUS,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101030300,4.01.01.01.03.03.00,Convênios - Outros,ECD401010103,Convênios - Outros,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101030400,4.01.01.01.03.04.00,Doações/Subvenções Vinculadas,ECD401010103,Doações/Subvenções Vinculadas,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101030500,4.01.01.01.03.05.00,Doações,ECD401010103,Doações,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101030600,4.01.01.01.03.06.00,Contribuições,ECD401010103,Contribuições,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101030700,4.01.01.01.03.07.00,Outras,ECD401010103,Outras,FALSE,other,account.data_account_type_income,base.BRL
ECD401010104,4.01.01.01.04,RECEITAS DE SERVIÇOS DE ASSISTÊNCIA SOCIAL,ECD4010101,RECEITAS DE SERVIÇOS DE ASSISTÊNCIA SOCIAL,FALSE,view,account.data_account_type_view,base.BRL
ECD4010101040100,4.01.01.01.04.01.00,Pacientes Particulares,ECD401010104,Pacientes Particulares,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101040200,4.01.01.01.04.02.00,Convênios - Outros,ECD401010104,Convênios - Outros,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101040300,4.01.01.01.04.03.00,Doações/Subvenções Vinculadas,ECD401010104,Doações/Subvenções Vinculadas,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101040400,4.01.01.01.04.04.00,Doações,ECD401010104,Doações,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101040500,4.01.01.01.04.05.00,Contribuições,ECD401010104,Contribuições,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101040600,4.01.01.01.04.06.00,Outras,ECD401010104,Outras,FALSE,other,account.data_account_type_income,base.BRL
ECD401010105,4.01.01.01.05,RECEITAS DE OUTRAS ATIVIDADES,ECD4010101,RECEITAS DE OUTRAS ATIVIDADES,FALSE,view,account.data_account_type_view,base.BRL
ECD4010101050100,4.01.01.01.05.01.00,Contribuições Sindicais,ECD401010105,Contribuições Sindicais,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101050200,4.01.01.01.05.02.00,Contribuições Confederativas/Associativas,ECD401010105,Contribuições Confederativas/Associativas,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101050300,4.01.01.01.05.03.00,Mensalidades,ECD401010105,Mensalidades,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101050400,4.01.01.01.05.04.00,Doações/Subvenções,ECD401010105,Doações/Subvenções,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101050500,4.01.01.01.05.05.00,Outras Contribuições,ECD401010105,Outras Contribuições,FALSE,other,account.data_account_type_income,base.BRL
ECD4010101050600,4.01.01.01.05.06.00,Outras,ECD401010105,Outras,FALSE,other,account.data_account_type_income,base.BRL
ECD401010109,4.01.01.01.09,DEDUÇÕES DA RECEITA BRUTA,ECD4010101,DEDUÇÕES DA RECEITA BRUTA,FALSE,view,account.data_account_type_view,base.BRL
ECD4010101090100,4.01.01.01.09.01.00,(-) Vendas Canceladas,ECD401010109,(-) Vendas Canceladas,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010101090200,4.01.01.01.09.02.00,(-) Devoluções e Descontos Incondicionais,ECD401010109,(-) Devoluções e Descontos Incondicionais,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010101090300,4.01.01.01.09.03.00,Outras,ECD401010109,Outras,FALSE,other,account.data_account_type_expense,base.BRL
ECD40103,4.01.03,CUSTO DOS PRODUTOS E SERVIÇOS VENDIDOS,ECD401,CUSTO DOS PRODUTOS E SERVIÇOS VENDIDOS,FALSE,view,account.data_account_type_view,base.BRL
ECD4010301,4.01.03.01,CUSTO DOS PRODUTOS VENDIDOS,ECD40103,CUSTO DOS PRODUTOS VENDIDOS,FALSE,view,account.data_account_type_view,base.BRL
ECD401030101,4.01.03.01.01,CUSTO DOS PRODUTOS VENDIDOS PARA EDUCAÇÃO,ECD4010301,CUSTO DOS PRODUTOS VENDIDOS PARA EDUCAÇÃO,FALSE,view,account.data_account_type_view,base.BRL
ECD4010301010100,4.01.03.01.01.01.00,Custos dos Produtos para Educação - Vendidos,ECD401030101,Custos dos Produtos para Educação - Vendidos,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010301010200,4.01.03.01.01.02.00,Custos dos Produtos para Educação - Gratuidades,ECD401030101,Custos dos Produtos para Educação - Gratuidades,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010301010300,4.01.03.01.01.03.00,Outros Custos,ECD401030101,Outros Custos,FALSE,other,account.data_account_type_expense,base.BRL
ECD401030102,4.01.03.01.02,CUSTO DOS PRODUTOS VENDIDOS PARA SAÚDE,ECD4010301,CUSTO DOS PRODUTOS VENDIDOS PARA SAÚDE,FALSE,view,account.data_account_type_view,base.BRL
ECD4010301020100,4.01.03.01.02.01.00,Custos dos Produtos para Saúde - Vendidos,ECD401030102,Custos dos Produtos para Saúde - Vendidos,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010301020200,4.01.03.01.02.02.00,Custos dos Produtos para Saúde - Gratuidades,ECD401030102,Custos dos Produtos para Saúde - Gratuidades,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010301020300,4.01.03.01.02.03.00,Outros Custos,ECD401030102,Outros Custos,FALSE,other,account.data_account_type_expense,base.BRL
ECD401030103,4.01.03.01.03,CUSTO DOS PRODUTOS VENDIDOS PARA ASSISTÊNCIA SOCIAL,ECD4010301,CUSTO DOS PRODUTOS VENDIDOS PARA ASSISTÊNCIA SOCIAL,FALSE,view,account.data_account_type_view,base.BRL
ECD4010301030100,4.01.03.01.03.01.00,Custos dos Produtos para Assistência Social - Vendidos,ECD401030103,Custos dos Produtos para Assistência Social - Vendidos,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010301030200,4.01.03.01.03.02.00,Custos dos Produtos para Assistência Social - Gratuidades,ECD401030103,Custos dos Produtos para Assistência Social - Gratuidades,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010301030300,4.01.03.01.03.03.00,Outras,ECD401030103,Outras,FALSE,other,account.data_account_type_expense,base.BRL
ECD401030104,4.01.03.01.04,CUSTO DOS PRODUTOS VENDIDOS PARA AS DEMAIS ATIVIDADES,ECD4010301,CUSTO DOS PRODUTOS VENDIDOS PARA AS DEMAIS ATIVIDADES,FALSE,view,account.data_account_type_view,base.BRL
ECD4010301040100,4.01.03.01.04.01.00,Custos dos Produtos Vendidos em Geral,ECD401030104,Custos dos Produtos Vendidos em Geral,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010301040200,4.01.03.01.04.02.00,Outros Custos,ECD401030104,Outros Custos,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302,4.01.03.02,CUSTO DOS SERVIÇOS PRESTADOS,ECD40103,CUSTO DOS SERVIÇOS PRESTADOS,FALSE,view,account.data_account_type_view,base.BRL
ECD401030201,4.01.03.02.01,CUSTO DOS SERVIÇOS PRESTADOS PARA EDUCAÇÃO,ECD4010302,CUSTO DOS SERVIÇOS PRESTADOS PARA EDUCAÇÃO,FALSE,view,account.data_account_type_view,base.BRL
ECD4010302010100,4.01.03.02.01.01.00,Custo dos Serviços Prestados a Alunos Não Bolsistas,ECD401030201,Custo dos Serviços Prestados a Alunos Não Bolsistas,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302010200,4.01.03.02.01.02.00,Custo dos Serviços Prestados a Convênios/Contratos/Parcerias (Exceto PROUNI),ECD401030201,Custo dos Serviços Prestados a Convênios/Contratos/Parcerias (Exceto PROUNI),FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302010300,4.01.03.02.01.03.00,Custo dos Serviços Prestados a Doações/Subvenções Vinculadas,ECD401030201,Custo dos Serviços Prestados a Doações/Subvenções Vinculadas,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302010400,4.01.03.02.01.04.00,Custo dos Serviços Prestados a Doações,ECD401030201,Custo dos Serviços Prestados a Doações,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302010500,4.01.03.02.01.05.00,Custo dos Serviços Prestados ao PROUNI,ECD401030201,Custo dos Serviços Prestados ao PROUNI,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302010600,4.01.03.02.01.06.00,Custo dos Serviços Prestados a Gratuidade,ECD401030201,Custo dos Serviços Prestados a Gratuidade,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302010700,4.01.03.02.01.07.00,Outros Custos,ECD401030201,Outros Custos,FALSE,other,account.data_account_type_expense,base.BRL
ECD401030202,4.01.03.02.02,CUSTO DOS SERVIÇOS PRESTADOS PARA SAÚDE,ECD4010302,CUSTO DOS SERVIÇOS PRESTADOS PARA SAÚDE,FALSE,view,account.data_account_type_view,base.BRL
ECD4010302020100,4.01.03.02.02.01.00,Custo dos Serviços Prestados a Pacientes Particulares,ECD401030202,Custo dos Serviços Prestados a Pacientes Particulares,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302020200,4.01.03.02.02.02.00,Custo dos Serviços Prestados a Convênios SUS,ECD401030202,Custo dos Serviços Prestados a Convênios SUS,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302020300,4.01.03.02.02.03.00,Custo dos Serviços Prestados a Convênios/Contratos/Parcerias,ECD401030202,Custo dos Serviços Prestados a Convênios/Contratos/Parcerias,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302020400,4.01.03.02.02.04.00,Custo dos Serviços Prestados a Doações/Subvenções Vinculadas,ECD401030202,Custo dos Serviços Prestados a Doações/Subvenções Vinculadas,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302020500,4.01.03.02.02.05.00,Custo dos Serviços Prestados a Doações,ECD401030202,Custo dos Serviços Prestados a Doações,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302020600,4.01.03.02.02.06.00,Custo dos Serviços Prestados a Gratuidade,ECD401030202,Custo dos Serviços Prestados a Gratuidade,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302020700,4.01.03.02.02.07.00,Outros Custos,ECD401030202,Outros Custos,FALSE,other,account.data_account_type_expense,base.BRL
ECD401030203,4.01.03.02.03,CUSTO DOS SERVIÇOS PRESTADOS PARA ASSISTÊNCIA SOCIAL,ECD4010302,CUSTO DOS SERVIÇOS PRESTADOS PARA ASSISTÊNCIA SOCIAL,FALSE,view,account.data_account_type_view,base.BRL
ECD4010302030100,4.01.03.02.03.01.00,Custo dos Serviços Prestados a Pacientes Particulares,ECD401030203,Custo dos Serviços Prestados a Pacientes Particulares,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302030200,4.01.03.02.03.02.00,Custo dos Serviços Prestados a Convênios/Contratos/Parcerias,ECD401030203,Custo dos Serviços Prestados a Convênios/Contratos/Parcerias,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302030300,4.01.03.02.03.03.00,Custo dos Serviços Prestados a Doações/Subvenções Vinculadas,ECD401030203,Custo dos Serviços Prestados a Doações/Subvenções Vinculadas,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302030400,4.01.03.02.03.04.00,Custo dos Serviços Prestados a Doações,ECD401030203,Custo dos Serviços Prestados a Doações,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302030500,4.01.03.02.03.05.00,Custo dos Serviços Prestados a Gratuidade,ECD401030203,Custo dos Serviços Prestados a Gratuidade,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302030600,4.01.03.02.03.06.00,Outros Custos,ECD401030203,Outros Custos,FALSE,other,account.data_account_type_expense,base.BRL
ECD401030204,4.01.03.02.04,CUSTO DOS SERVIÇOS PRESTADOS PARA AS DEMAIS ATIVIDADES,ECD4010302,CUSTO DOS SERVIÇOS PRESTADOS PARA AS DEMAIS ATIVIDADES,FALSE,view,account.data_account_type_view,base.BRL
ECD4010302040100,4.01.03.02.04.01.00,Custo dos Serviços Prestados em Geral,ECD401030204,Custo dos Serviços Prestados em Geral,FALSE,other,account.data_account_type_expense,base.BRL
ECD4010302040200,4.01.03.02.04.02.00,Outros Custos,ECD401030204,Outros Custos,FALSE,other,account.data_account_type_expense,base.BRL
ECD40105,4.01.05,OUTRAS RECEITAS OPERACIONAIS,ECD401,OUTRAS RECEITAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD4010501,4.01.05.01,OUTRAS RECEITAS OPERACIONAIS,ECD40105,OUTRAS RECEITAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD401050101,4.01.05.01.01,OUTRAS RECEITAS OPERACIONAIS,ECD4010501,OUTRAS RECEITAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD4010501010100,4.01.05.01.01.01.00,Variações Cambiais Ativas,ECD401050101,Variações Cambiais Ativas,FALSE,other,account.data_account_type_income,base.BRL
ECD4010501010200,4.01.05.01.01.02.00,"Ganhos Auferidos no Mercado de Renda Variável, exceto Day-Trade",ECD401050101,"Ganhos Auferidos no Mercado de Renda Variável, exceto Day-Trade",FALSE,other,account.data_account_type_income,base.BRL
ECD4010501010300,4.01.05.01.01.03.00,Ganhos em Operações Day-Trade,ECD401050101,Ganhos em Operações Day-Trade,FALSE,other,account.data_account_type_income,base.BRL
ECD4010501010400,4.01.05.01.01.04.00,Outras Receitas de Aplicações Financeiras,ECD401050101,Outras Receitas de Aplicações Financeiras,FALSE,other,account.data_account_type_income,base.BRL
ECD4010501010500,4.01.05.01.01.05.00,Ganhos na Alienação de Participações Não Integrantes do Ativo Permanente,ECD401050101,Ganhos na Alienação de Participações Não Integrantes do Ativo Permanente,FALSE,other,account.data_account_type_income,base.BRL
ECD4010501010600,4.01.05.01.01.06.00,Resultados Positivos em Participações Societárias,ECD401050101,Resultados Positivos em Participações Societárias,FALSE,other,account.data_account_type_income,base.BRL
ECD4010501010700,4.01.05.01.01.07.00,Rendimentos e Ganhos de Capital Auferidos no Exterior,ECD401050101,Rendimentos e Ganhos de Capital Auferidos no Exterior,FALSE,other,account.data_account_type_income,base.BRL
ECD4010501010800,4.01.05.01.01.08.00,Reversão dos Saldos das Provisões Operacionais,ECD401050101,Reversão dos Saldos das Provisões Operacionais,FALSE,other,account.data_account_type_income,base.BRL
ECD4010501010900,4.01.05.01.01.09.00,Outras Receitas Operacionais,ECD401050101,Outras Receitas Operacionais,FALSE,other,account.data_account_type_income,base.BRL
ECD4010501011000,4.01.05.01.01.10.00,Outras,ECD401050101,Outras,FALSE,other,account.data_account_type_income,base.BRL
ECD40107,4.01.07,DESPESAS OPERACIONAIS,ECD401,DESPESAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD4010701,4.01.07.01,DESPESAS OPERACIONAIS,ECD40107,DESPESAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD401070101,4.01.07.01.01,DESPESAS OPERACIONAIS,ECD4010701,DESPESAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD40107010100,4.01.07.01.01.00,Remunerações a Empregados,ECD401070101,Remunerações a Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107010200,4.01.07.01.02.00,Indenizações Trabalhistas,ECD401070101,Indenizações Trabalhistas,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107010300,4.01.07.01.03.00,Remuneração a Dirigentes e a Conselho de Administração/Fiscal,ECD401070101,Remuneração a Dirigentes e a Conselho de Administração/Fiscal,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107010400,4.01.07.01.04.00,Prestação de Serviços por Pessoa Física sem Vínculo Empregatício,ECD401070101,Prestação de Serviços por Pessoa Física sem Vínculo Empregatício,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107010500,4.01.07.01.05.00,Prestação de Serviço por Pessoa Jurídica,ECD401070101,Prestação de Serviço por Pessoa Jurídica,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107010600,4.01.07.01.06.00,Doações e Patrocínios de Caráter Cultural e Artístico (Lei no 8.313/1991),ECD401070101,Doações e Patrocínios de Caráter Cultural e Artístico (Lei no 8.313/1991),FALSE,other,account.data_account_type_expense,base.BRL
ECD40107010700,4.01.07.01.07.00,"Doações a Instituições de Ensino e Pesquisa (Lei no 9.249/1995, art.13, § 2o)",ECD401070101,"Doações a Instituições de Ensino e Pesquisa (Lei no 9.249/1995, art.13, § 2o)",FALSE,other,account.data_account_type_expense,base.BRL
ECD40107010800,4.01.07.01.08.00,Doações a Entidades Civis,ECD401070101,Doações a Entidades Civis,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107010900,4.01.07.01.09.00,Outras Contribuições e Doações,ECD401070101,Outras Contribuições e Doações,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107011000,4.01.07.01.10.00,FGTS (sem indenização 40%),ECD401070101,FGTS (sem indenização 40%),FALSE,other,account.data_account_type_expense,base.BRL
ECD40107011100,4.01.07.01.11.00,"Assistência Médica, Odontológica, Medicamentos, Aparelhos Ortopédicos e Similares",ECD401070101,"Assistência Médica, Odontológica, Medicamentos, Aparelhos Ortopédicos e Similares",FALSE,other,account.data_account_type_expense,base.BRL
ECD40107011200,4.01.07.01.12.00,Provisões para Férias e 13o Salário de Empregados,ECD401070101,Provisões para Férias e 13o Salário de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107011300,4.01.07.01.13.00,Demais Provisões,ECD401070101,Demais Provisões,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107011400,4.01.07.01.14.00,Arrendamento Mercantil,ECD401070101,Arrendamento Mercantil,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107011500,4.01.07.01.15.00,Aluguéis,ECD401070101,Aluguéis,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107011600,4.01.07.01.16.00,Despesas com Veículos e de Conservação de Bens e Instalações,ECD401070101,Despesas com Veículos e de Conservação de Bens e Instalações,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107011700,4.01.07.01.17.00,Propaganda e Publicidade,ECD401070101,Propaganda e Publicidade,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107011800,4.01.07.01.18.00,Multas,ECD401070101,Multas,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107011900,4.01.07.01.19.00,Encargos de Depreciação e Amortização,ECD401070101,Encargos de Depreciação e Amortização,FALSE,other,account.data_account_type_expense,base.BRL
ECD40107012000,4.01.07.01.20.00,Repasses para Outras Entidades (Sindicatos/Federações/Confederações),ECD401070101,Repasses para Outras Entidades (Sindicatos/Federações/Confederações),FALSE,other,account.data_account_type_expense,base.BRL
ECD40107012100,4.01.07.01.21.00,Contribuições Previdenciárias Patronais,ECD401070101,Contribuições Previdenciárias Patronais,FALSE,other,account.data_account_type_expense,base.BRL
