id,code,name,parent_id:id,note,reconcile,type,user_type:id,currency_id:id
ECD3010107010402,3.01.01.07.01.04.02,Locação de Mão-de-obra,ECD301010701,Locação de Mão-de-obra,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107010500,3.01.01.07.01.05.00,Encargos Sociais - Previdência Social,ECD301010701,Encargos Sociais - Previdência Social,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107010600,3.01.01.07.01.06.00,Encargos Sociais - FGTS,ECD301010701,Encargos Sociais - FGTS,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107010700,3.01.01.07.01.07.00,Encargos Sociais - Outros,ECD301010701,Encargos Sociais - Outros,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107010800,3.01.01.07.01.08.00,Doações e Patrocínios de Caráter Cultural e Artístico (Lei no 8.313/1991),ECD301010701,Doações e Patrocínios de Caráter Cultural e Artístico (Lei no 8.313/1991),FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107010900,3.01.01.07.01.09.00,"Doações a Instituições de Ensino e Pesquisa (Lei nº 9.249/1995, art.13, § 2º)",ECD301010701,"Doações a Instituições de Ensino e Pesquisa (Lei nº 9.249/1995, art.13, § 2º)",FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107011000,3.01.01.07.01.10.00,Doações a Entidades Civis,ECD301010701,Doações a Entidades Civis,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107011100,3.01.01.07.01.11.00,Outras Contribuições e Doações,ECD301010701,Outras Contribuições e Doações,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107011200,3.01.01.07.01.12.00,Alimentação do Trabalhador,ECD301010701,Alimentação do Trabalhador,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107011300,3.01.01.07.01.13.00,PIS/Pasep,ECD301010701,PIS/Pasep,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107011400,3.01.01.07.01.14.00,Cofins,ECD301010701,Cofins,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107011500,3.01.01.07.01.15.00,CPMF,ECD301010701,CPMF,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107011600,3.01.01.07.01.16.00,"Demais Impostos, Taxas e Contribuições, exceto IR e CSLL",ECD301010701,"Demais Impostos, Taxas e Contribuições, exceto IR e CSLL",FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107011700,3.01.01.07.01.17.00,Arrendamento Mercantil,ECD301010701,Arrendamento Mercantil,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107011800,3.01.01.07.01.18.00,Aluguéis,ECD301010701,Aluguéis,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107011900,3.01.01.07.01.19.00,Despesas com Veículos e de Conservação de Bens e Instalações,ECD301010701,Despesas com Veículos e de Conservação de Bens e Instalações,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107012001,3.01.01.07.01.20.01,"Propaganda, Publicidade e Patrocínio (Associações Desportivas que Mantenham Equipe de Futebol Profissional)",ECD301010701,"Propaganda, Publicidade e Patrocínio (Associações Desportivas que Mantenham Equipe de Futebol Profissional)",FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107012002,3.01.01.07.01.20.02,"Propaganda, Publicidade e Patrocínio",ECD301010701,"Propaganda, Publicidade e Patrocínio",FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107012100,3.01.01.07.01.21.00,Multas,ECD301010701,Multas,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107012200,3.01.01.07.01.22.00,Encargos de Depreciação e Amortização,ECD301010701,Encargos de Depreciação e Amortização,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107012300,3.01.01.07.01.23.00,Perdas em Operações de Crédito,ECD301010701,Perdas em Operações de Crédito,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107012400,3.01.01.07.01.24.00,Provisões para Férias e 13o Salário de Empregados,ECD301010701,Provisões para Férias e 13o Salário de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107012500,3.01.01.07.01.25.00,Provisão para Perda de Estoque,ECD301010701,Provisão para Perda de Estoque,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107012600,3.01.01.07.01.26.00,Demais Provisões,ECD301010701,Demais Provisões,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107012700,3.01.01.07.01.27.00,Gratificações a Administradores,ECD301010701,Gratificações a Administradores,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107012800,3.01.01.07.01.28.00,Royalties e Assistência Técnica - PAÍS,ECD301010701,Royalties e Assistência Técnica - PAÍS,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107012900,3.01.01.07.01.29.00,Royalties e Assistência Técnica - EXTERIOR,ECD301010701,Royalties e Assistência Técnica - EXTERIOR,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107013000,3.01.01.07.01.30.00,"Assistência Médica, Odontológica e Farmacêutica a Empregados",ECD301010701,"Assistência Médica, Odontológica e Farmacêutica a Empregados",FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107013100,3.01.01.07.01.31.00,Pesquisas Científicas e Tecnológicas,ECD301010701,Pesquisas Científicas e Tecnológicas,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107013200,3.01.01.07.01.32.00,Bens de Natureza Permanente Deduzidos como Despesa,ECD301010701,Bens de Natureza Permanente Deduzidos como Despesa,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107013301,3.01.01.07.01.33.01,"Despesas com viagens, diárias e ajusta de custo",ECD301010701,"Despesas com viagens, diárias e ajusta de custo",FALSE,other,account.data_account_type_expense,base.BRL
ECD3010107013390,3.01.01.07.01.33.90,Outras Despesas Operacionais,ECD301010701,Outras Despesas Operacionais,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109,3.01.01.09,OUTRAS DESPESAS OPERACIONAIS,ECD30101,OUTRAS DESPESAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD301010901,3.01.01.09.01,OUTRAS DESPESAS OPERACIONAIS,ECD3010109,OUTRAS DESPESAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD3010109010100,3.01.01.09.01.01.00,(-) Variações Cambiais Passivas,ECD301010901,(-) Variações Cambiais Passivas,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109010200,3.01.01.09.01.02.00,"(-) Perdas Incorridas no Mercado de Renda Variável, exceto Day-Trade",ECD301010901,"(-) Perdas Incorridas no Mercado de Renda Variável, exceto Day-Trade",FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109010300,3.01.01.09.01.03.00,(-) Perdas em Operações Day-Trade,ECD301010901,(-) Perdas em Operações Day-Trade,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109010400,3.01.01.09.01.04.00,(-) Juros sobre o Capital Próprio,ECD301010901,(-) Juros sobre o Capital Próprio,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109010500,3.01.01.09.01.05.00,(-) Outras Despesas Financeiras,ECD301010901,(-) Outras Despesas Financeiras,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109010600,3.01.01.09.01.06.00,(-) Prejuízos na Alienação de Participações Não Integrantes do Ativo Permanente,ECD301010901,(-) Prejuízos na Alienação de Participações Não Integrantes do Ativo Permanente,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109010700,3.01.01.09.01.07.00,(-) Resultados Negativos em Participações Societárias,ECD301010901,(-) Resultados Negativos em Participações Societárias,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109010710,3.01.01.09.01.07.10,(-) Amortização de Ágio nas Aquisições de Investimentos Avaliados pelo Patrimônio Líquido,ECD301010901,(-) Amortização de Ágio nas Aquisições de Investimentos Avaliados pelo Patrimônio Líquido,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109010800,3.01.01.09.01.08.00,(-) Resultados Negativos em SCP,ECD301010901,(-) Resultados Negativos em SCP,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109010900,3.01.01.09.01.09.00,(-) Perdas em Operações Realizadas no Exterior,ECD301010901,(-) Perdas em Operações Realizadas no Exterior,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109011000,3.01.01.09.01.10.00,(-) Contrapartida dos Ajustes ao Valor Presente,ECD301010901,(-) Contrapartida dos Ajustes ao Valor Presente,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109011100,3.01.01.09.01.11.00,(-) Contrapartida de outros Ajustes às Normas Internacionais de Contabilidade,ECD301010901,(-) Contrapartida de outros Ajustes às Normas Internacionais de Contabilidade,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010109011200,3.01.01.09.01.12.00,(-) Contrapartida dos Ajustes de Valor do Imobilizado e Intangível,ECD301010901,(-) Contrapartida dos Ajustes de Valor do Imobilizado e Intangível,FALSE,other,account.data_account_type_expense,base.BRL
ECD30103,3.01.03,OUTRAS RECEITAS E OUTRAS DESPESAS,ECD301,OUTRAS RECEITAS E OUTRAS DESPESAS,FALSE,view,account.data_account_type_view,base.BRL
ECD3010301,3.01.03.01,RECEITAS E DESPESAS NÃO OPERACIONAIS,ECD30103,RECEITAS E DESPESAS NÃO OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD301030101,3.01.03.01.01,RECEITAS NÃO OPERACIONAIS,ECD3010301,RECEITAS NÃO OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD3010301010100,3.01.03.01.01.01.00,Receitas de Alienações de Bens e Direitos do Ativo Permanente,ECD301030101,Receitas de Alienações de Bens e Direitos do Ativo Permanente,FALSE,other,account.data_account_type_income,base.BRL
ECD3010301010110,3.01.03.01.01.01.10,Ganhos de Capital por Variação Percentual em Participação Societária Avaliada pelo Patrimônio Líquido,ECD301030101,Ganhos de Capital por Variação Percentual em Participação Societária Avaliada pelo Patrimônio Líquido,FALSE,other,account.data_account_type_income,base.BRL
ECD3010301010200,3.01.03.01.01.02.00,Outras Receitas Não Operacionais,ECD301030101,Outras Receitas Não Operacionais,FALSE,other,account.data_account_type_income,base.BRL
ECD301030103,3.01.03.01.03,DESPESAS NÃO OPERACIONAIS,ECD3010301,DESPESAS NÃO OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD3010301030100,3.01.03.01.03.01.00,(-) Valor Contábil dos Bens e Direitos Alienados,ECD301030103,(-) Valor Contábil dos Bens e Direitos Alienados,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010301030110,3.01.03.01.03.01.10,(-) Perdas de Capital por Variação Percentual em Participação Societária Avaliada pelo Patrimônio Líquido,ECD301030103,(-) Perdas de Capital por Variação Percentual em Participação Societária Avaliada pelo Patrimônio Líquido,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010301030200,3.01.03.01.03.02.00,(-) Outras Despesas Não Operacionais,ECD301030103,(-) Outras Despesas Não Operacionais,FALSE,other,account.data_account_type_expense,base.BRL
ECD30105,3.01.05,PARTICIPAÇÕES,ECD301,PARTICIPAÇÕES,FALSE,view,account.data_account_type_view,base.BRL
ECD3010501,3.01.05.01,PARTICIPAÇÕES NOS LUCROS,ECD30105,PARTICIPAÇÕES NOS LUCROS,FALSE,view,account.data_account_type_view,base.BRL
ECD301050101,3.01.05.01.01,PARTICIPAÇÕES DE EMPREGADOS,ECD3010501,PARTICIPAÇÕES DE EMPREGADOS,FALSE,view,account.data_account_type_view,base.BRL
ECD3010501010100,3.01.05.01.01.01.00,(-) Participações de Empregados,ECD301050101,(-) Participações de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010501010200,3.01.05.01.01.02.00,(-) Contribuições para Assistência ou Previdência de Empregados,ECD301050101,(-) Contribuições para Assistência ou Previdência de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010501010300,3.01.05.01.01.03.00,(-) Outras Participações de Empregados,ECD301050101,(-) Outras Participações de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD301050103,3.01.05.01.03,OUTRAS PARTICIPAÇÕES,ECD3010501,OUTRAS PARTICIPAÇÕES,FALSE,view,account.data_account_type_view,base.BRL
ECD3010501030100,3.01.05.01.03.01.00,(-) Participações de Administradores e Partes Beneficiárias,ECD301050103,(-) Participações de Administradores e Partes Beneficiárias,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010501030200,3.01.05.01.03.02.00,(-) Participações de Debêntures,ECD301050103,(-) Participações de Debêntures,FALSE,other,account.data_account_type_expense,base.BRL
ECD3010501030300,3.01.05.01.03.03.00,(-) Outras,ECD301050103,(-) Outras,FALSE,other,account.data_account_type_expense,base.BRL
ECD302,3.02,PROVISÃO PARA CSLL E IRPJ (ATIVIDADES EM GERAL),ECD3,PROVISÃO PARA CSLL E IRPJ (ATIVIDADES EM GERAL),FALSE,view,account.data_account_type_view,base.BRL
ECD30201,3.02.01,PROVISÃO PARA CSLL E IRPJ,ECD302,PROVISÃO PARA CSLL E IRPJ,FALSE,view,account.data_account_type_view,base.BRL
ECD3020101,3.02.01.01,PROVISÃO PARA CSLL E IRPJ,ECD30201,PROVISÃO PARA CSLL E IRPJ,FALSE,view,account.data_account_type_view,base.BRL
ECD302010101,3.02.01.01.01,PROVISÃO PARA CSLL E IRPJ,ECD3020101,PROVISÃO PARA CSLL E IRPJ,FALSE,view,account.data_account_type_view,base.BRL
ECD3020101010100,3.02.01.01.01.01.00,(-) Provisao Contribuição Social sobre o Lucro Líquido,ECD302010101,(-) Provisao Contribuição Social sobre o Lucro Líquido,FALSE,other,account.data_account_type_expense,base.BRL
ECD3020101010200,3.02.01.01.01.02.00,(-) Provisão para Imposto de Renda - Pessoa Jurídica,ECD302010101,(-) Provisão para Imposto de Renda - Pessoa Jurídica,FALSE,other,account.data_account_type_expense,base.BRL
ECD305,3.05,RESULTADO ANTES DO IRPJ E DA CSLL - ATIVIDADE RURAL,ECD3,RESULTADO ANTES DO IRPJ E DA CSLL - ATIVIDADE RURAL,FALSE,view,account.data_account_type_view,base.BRL
ECD30501,3.05.01,RESULTADO OPERACIONAL DA ATIVIDADE RURAL,ECD305,RESULTADO OPERACIONAL DA ATIVIDADE RURAL,FALSE,view,account.data_account_type_view,base.BRL
ECD3050101,3.05.01.01,RECEITA OPERACIONAL LÍQUIDA DA ATIVIDADE RURAL,ECD30501,RECEITA OPERACIONAL LÍQUIDA DA ATIVIDADE RURAL,FALSE,view,account.data_account_type_view,base.BRL
ECD305010101,3.05.01.01.01,RECEITA BRUTA DA ATIVIDADE RURAL,ECD3050101,RECEITA BRUTA DA ATIVIDADE RURAL,FALSE,view,account.data_account_type_view,base.BRL
ECD3050101010100,3.05.01.01.01.01.00,Receita da Atividade Rural,ECD305010101,Receita da Atividade Rural,FALSE,other,account.data_account_type_income,base.BRL
ECD305010103,3.05.01.01.03,DEDUÇÕES DA RECEITA BRUTA,ECD3050101,DEDUÇÕES DA RECEITA BRUTA,FALSE,view,account.data_account_type_view,base.BRL
ECD3050101030100,3.05.01.01.03.01.00,"(-) Vendas Canceladas, Devoluções e Descontos Incondicionais",ECD305010103,"(-) Vendas Canceladas, Devoluções e Descontos Incondicionais",FALSE,other,account.data_account_type_expense,base.BRL
ECD3050101030200,3.05.01.01.03.02.00,(-) ICMS,ECD305010103,(-) ICMS,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050101030300,3.05.01.01.03.03.00,(-) Cofins,ECD305010103,(-) Cofins,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050101030400,3.05.01.01.03.04.00,(-) PIS/Pasep,ECD305010103,(-) PIS/Pasep,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050101030500,3.05.01.01.03.05.00,(-) ISS,ECD305010103,(-) ISS,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050101030600,3.05.01.01.03.06.00,(-) Demais Impostos e Contribuições Incidentes sobre Vendas e Serviços,ECD305010103,(-) Demais Impostos e Contribuições Incidentes sobre Vendas e Serviços,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050103,3.05.01.03,CUSTO DOS BENS E SERVIÇOS VENDIDOS,ECD30501,CUSTO DOS BENS E SERVIÇOS VENDIDOS,FALSE,view,account.data_account_type_view,base.BRL
ECD305010301,3.05.01.03.01,CUSTO DOS PRODUTOS DA ATIVIDADE RURAL VENDIDOS,ECD3050103,CUSTO DOS PRODUTOS DA ATIVIDADE RURAL VENDIDOS,FALSE,view,account.data_account_type_view,base.BRL
ECD3050103010000,3.05.01.03.01.00.00,Custo dos Produtos Vendidos da Atividade Rural,ECD305010301,Custo dos Produtos Vendidos da Atividade Rural,FALSE,other,account.data_account_type_expense,base.BRL
ECD305010309,3.05.01.03.09,AJUSTES DE ESTOQUES DECORRENTES DE ARBITRAMENTO,ECD3050103,AJUSTES DE ESTOQUES DECORRENTES DE ARBITRAMENTO,FALSE,view,account.data_account_type_view,base.BRL
ECD3050105,3.05.01.05,OUTRAS RECEITAS OPERACIONAIS,ECD30501,OUTRAS RECEITAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD305010501,3.05.01.05.01,OUTRAS RECEITAS OPERACIONAIS,ECD3050105,OUTRAS RECEITAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD3050105010100,3.05.01.05.01.01.00,Variações Cambiais Ativas,ECD305010501,Variações Cambiais Ativas,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105010200,3.05.01.05.01.02.00,"Ganhos Auferidos no Mercado de Renda Variável, exceto Day-Trade",ECD305010501,"Ganhos Auferidos no Mercado de Renda Variável, exceto Day-Trade",FALSE,other,account.data_account_type_income,base.BRL
ECD3050105010300,3.05.01.05.01.03.00,Ganhos em Operações Day-Trade,ECD305010501,Ganhos em Operações Day-Trade,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105010400,3.05.01.05.01.04.00,Receitas de Juros sobre o Capital Próprio,ECD305010501,Receitas de Juros sobre o Capital Próprio,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105010500,3.05.01.05.01.05.00,Outras Receitas Financeiras,ECD305010501,Outras Receitas Financeiras,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105010600,3.05.01.05.01.06.00,Ganhos na Alienação de Participações Não Integrantes do Ativo Permanente,ECD305010501,Ganhos na Alienação de Participações Não Integrantes do Ativo Permanente,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105010700,3.05.01.05.01.07.00,Resultados Positivos em Participações Societárias,ECD305010501,Resultados Positivos em Participações Societárias,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105010710,3.05.01.05.01.07.10,Amortização de Deságio nas Aquisições de Investimentos Avaliados pelo Patrimônio Líquido,ECD305010501,Amortização de Deságio nas Aquisições de Investimentos Avaliados pelo Patrimônio Líquido,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105010800,3.05.01.05.01.08.00,Resultados Positivos em SCP,ECD305010501,Resultados Positivos em SCP,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105010900,3.05.01.05.01.09.00,Rendimentos e Ganhos de Capital Auferidos no Exterior,ECD305010501,Rendimentos e Ganhos de Capital Auferidos no Exterior,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105011000,3.05.01.05.01.10.00,Reversão dos Saldos das Provisões Operacionais,ECD305010501,Reversão dos Saldos das Provisões Operacionais,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105011100,3.05.01.05.01.11.00,Outras Receitas Operacionais,ECD305010501,Outras Receitas Operacionais,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105011200,3.05.01.05.01.12.00,Prêmios Recebidos na Emissão de Debêntures,ECD305010501,Prêmios Recebidos na Emissão de Debêntures,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105011300,3.05.01.05.01.13.00,Doações e Subvenções para Investimentos,ECD305010501,Doações e Subvenções para Investimentos,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105011400,3.05.01.05.01.14.00,Contrapartida dos Ajustes ao Valor Presente,ECD305010501,Contrapartida dos Ajustes ao Valor Presente,FALSE,other,account.data_account_type_income,base.BRL
ECD3050105011500,3.05.01.05.01.15.00,Contrapartida de outros Ajustes às Normas Internacionais de Contabilidade,ECD305010501,Contrapartida de outros Ajustes às Normas Internacionais de Contabilidade,FALSE,other,account.data_account_type_income,base.BRL
ECD3050107,3.05.01.07,DESPESAS OPERACIONAIS,ECD30501,DESPESAS OPERACIONAIS,FALSE,view,account.data_account_type_view,base.BRL
ECD305010701,3.05.01.07.01,DESPESAS OPERACIONAIS DA ATIVIDADE RURAL,ECD3050107,DESPESAS OPERACIONAIS DA ATIVIDADE RURAL,FALSE,view,account.data_account_type_view,base.BRL
ECD3050107010100,3.05.01.07.01.01.00,Remuneração a Dirigentes e a Conselho de Administração,ECD305010701,Remuneração a Dirigentes e a Conselho de Administração,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010201,3.05.01.07.01.02.01,"Ordenados, Salários Gratificações e Outras Remunerações a Empregados",ECD305010701,"Ordenados, Salários Gratificações e Outras Remunerações a Empregados",FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010203,3.05.01.07.01.02.03,Planos de Poupança e Investimentos de Empregados,ECD305010701,Planos de Poupança e Investimentos de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010205,3.05.01.07.01.02.05,Fundo de Aposentadoria Programada Individual de Empregados,ECD305010701,Fundo de Aposentadoria Programada Individual de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010207,3.05.01.07.01.02.07,Plano de Previdência Privada de Empregados,ECD305010701,Plano de Previdência Privada de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010209,3.05.01.07.01.02.09,Outros Gastos com Pessoal,ECD305010701,Outros Gastos com Pessoal,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010300,3.05.01.07.01.03.00,Prestação de Serviços por Pessoa Física sem Vínculo Empregatício,ECD305010701,Prestação de Serviços por Pessoa Física sem Vínculo Empregatício,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010400,3.05.01.07.01.04.00,Prestação de Serviço Pessoa Jurídica,ECD305010701,Prestação de Serviço Pessoa Jurídica,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010401,3.05.01.07.01.04.01,Serviços Prestados por Cooperativa de Trabalho,ECD305010701,Serviços Prestados por Cooperativa de Trabalho,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010402,3.05.01.07.01.04.02,Locação de Mão-de-obra,ECD305010701,Locação de Mão-de-obra,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010500,3.05.01.07.01.05.00,Encargos Sociais - Previdência Social,ECD305010701,Encargos Sociais - Previdência Social,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010600,3.05.01.07.01.06.00,Encargos Sociais - FGTS,ECD305010701,Encargos Sociais - FGTS,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010700,3.05.01.07.01.07.00,Encargos Sociais - Outros,ECD305010701,Encargos Sociais - Outros,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010800,3.05.01.07.01.08.00,Doações e Patrocínios de Caráter Cultural e Artístico (Lei no 8.313/1991),ECD305010701,Doações e Patrocínios de Caráter Cultural e Artístico (Lei no 8.313/1991),FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107010900,3.05.01.07.01.09.00,"Doações a Instituições de Ensino e Pesquisa (Lei no 9.249/1995, art.13, § 2o)",ECD305010701,"Doações a Instituições de Ensino e Pesquisa (Lei no 9.249/1995, art.13, § 2o)",FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107011000,3.05.01.07.01.10.00,Doações a Entidades Civis,ECD305010701,Doações a Entidades Civis,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107011100,3.05.01.07.01.11.00,Outras Contribuições e Doações,ECD305010701,Outras Contribuições e Doações,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107011200,3.05.01.07.01.12.00,Alimentação do Trabalhador,ECD305010701,Alimentação do Trabalhador,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107011300,3.05.01.07.01.13.00,PIS/Pasep,ECD305010701,PIS/Pasep,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107011400,3.05.01.07.01.14.00,Cofins,ECD305010701,Cofins,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107011500,3.05.01.07.01.15.00,CPMF,ECD305010701,CPMF,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107011600,3.05.01.07.01.16.00,"Demais Impostos, Taxas e Contribuições, exceto IR e CSLL",ECD305010701,"Demais Impostos, Taxas e Contribuições, exceto IR e CSLL",FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107011700,3.05.01.07.01.17.00,Arrendamento Mercantil,ECD305010701,Arrendamento Mercantil,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107011800,3.05.01.07.01.18.00,Aluguéis,ECD305010701,Aluguéis,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107011900,3.05.01.07.01.19.00,Despesas com Veículos e de Conservação de Bens e Instalações,ECD305010701,Despesas com Veículos e de Conservação de Bens e Instalações,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107012001,3.05.01.07.01.20.01,"Propaganda, Publicidade e Patrocínio (Associações Desportivas que Mantenham Equipe de Futebol Profissional)",ECD305010701,"Propaganda, Publicidade e Patrocínio (Associações Desportivas que Mantenham Equipe de Futebol Profissional)",FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107012002,3.05.01.07.01.20.02,"Propaganda, Publicidade e Patrocínio",ECD305010701,"Propaganda, Publicidade e Patrocínio",FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107012100,3.05.01.07.01.21.00,Multas,ECD305010701,Multas,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107012200,3.05.01.07.01.22.00,Encargos de Depreciação e Amortização,ECD305010701,Encargos de Depreciação e Amortização,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107012300,3.05.01.07.01.23.00,Perdas em Operações de Crédito,ECD305010701,Perdas em Operações de Crédito,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107012400,3.05.01.07.01.24.00,Provisões para Férias e 13o Salário de Empregados,ECD305010701,Provisões para Férias e 13o Salário de Empregados,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107012500,3.05.01.07.01.25.00,Provisão para Perda de Estoque,ECD305010701,Provisão para Perda de Estoque,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107012600,3.05.01.07.01.26.00,Demais Provisões,ECD305010701,Demais Provisões,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107012700,3.05.01.07.01.27.00,Gratificações a Administradores,ECD305010701,Gratificações a Administradores,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107012800,3.05.01.07.01.28.00,Royalties e Assistência Técnica - PAÍS,ECD305010701,Royalties e Assistência Técnica - PAÍS,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107012900,3.05.01.07.01.29.00,Royalties e Assistência Técnica - EXTERIOR,ECD305010701,Royalties e Assistência Técnica - EXTERIOR,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107013000,3.05.01.07.01.30.00,"Assistência Médica, Odontológica e Farmacêutica a Empregados",ECD305010701,"Assistência Médica, Odontológica e Farmacêutica a Empregados",FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107013100,3.05.01.07.01.31.00,Pesquisas Científicas e Tecnológicas,ECD305010701,Pesquisas Científicas e Tecnológicas,FALSE,other,account.data_account_type_expense,base.BRL
ECD3050107013200,3.05.01.07.01.32.00,Bens de Natureza Permanente Deduzidos como Despesa,ECD305010701,Bens de Natureza Permanente Deduzidos como Despesa,FALSE,other,account.data_account_type_expense,base.BRL
