"id","name"
legal_category_0,"ONG"
legal_category_1,"OSCIP"
legal_category_2,"Cooperativa"
legal_category_3,"Simples"
legal_category_4,"M.E.I."
legal_category_5,"EPP"
legal_category_6,"LTDA"
legal_category_7,"S.A. - Capital Aberto"
legal_category_8,"S.A. - Capital Fechado"

